scene,method,split,views,status,device,image_size,train_iterations,output_dir,error,source_dir,init_geo_sec,sparse_dir,points3d_exists,confidence_exists,train_status,train_returncode,train_sec,train_log,saved_point_cloud,saved_point_cloud_exists
tandt/train,InstantSplat,5views_quality_diverse,5,success,cuda,512,100,results\method_outputs\tandt\train\instantsplat_smoke\5views_quality_diverse,,datasets\instantsplat_smoke\tandt\train\5views_quality_diverse,18.89673649999895,datasets\instantsplat_smoke\tandt\train\5views_quality_diverse\sparse_5\0,True,True,success,0,12.494242999997368,results\method_outputs\tandt\train\instantsplat_smoke\5views_quality_diverse\instantsplat_train_console.log,results\method_outputs\tandt\train\instantsplat_smoke\5views_quality_diverse\point_cloud\iteration_100\point_cloud.ply,True
