scene,method,split,views,selection,status,num_images,device,dtype,load_images_sec,infer_sec,peak_gpu_memory_mb,camera_center_rmse,camera_center_mae,camera_center_max_error,reference_trajectory_extent,normalized_camera_center_rmse,alignment_scale,depth_mean,depth_median,depth_conf_mean,world_points_conf_mean,output_dir,model_load_sec
tandt/train,VGGT,5views_uniform,5,uniform,success,5,cuda,torch.bfloat16,0.10271909999937634,1.1687367000013182,7518.56103515625,0.0802815471911594,0.07015602942261671,0.12507084852549663,9.789046034247507,0.0082011614727615,5.297596192821346,0.6834712028503418,0.4351354241371155,1.70194673538208,1.818850040435791,results\method_outputs\tandt\train\vggt_pose\5views_uniform,10.844633799999428
