scene,method,split,views,selection,status,num_images,device,dtype,load_images_sec,infer_sec,peak_gpu_memory_mb,camera_center_rmse,camera_center_mae,camera_center_max_error,reference_trajectory_extent,normalized_camera_center_rmse,alignment_scale,depth_mean,depth_median,depth_conf_mean,world_points_conf_mean,output_dir,error,model_load_sec
db/drjohnson,VGGT,20views_random,20,random,success,20,cuda,torch.bfloat16,0.797595399999409,6.747016600002098,8734.6669921875,0.2154033217284247,0.1473166713212105,0.7602887910043066,12.153309674242264,0.01772384046009711,7.705045273690959,0.4356461763381958,0.39034804701805115,2.8245041370391846,1.726548671722412,results\method_outputs\db\drjohnson\vggt_pose\20views_random,,10.426694799996767
db/drjohnson,VGGT,20views_quality,20,quality,success,20,cuda,torch.bfloat16,0.8123570999996446,7.089963499998703,8734.6669921875,1.1699608182625183,0.7728921448475263,3.6195611268792147,11.961674240646024,0.09780911891806637,4.1993416977915885,0.7764824628829956,0.7466468214988708,1.7688896656036377,1.149224877357483,results\method_outputs\db\drjohnson\vggt_pose\20views_quality,,10.426694799996767
db/drjohnson,VGGT,20views_quality_diverse,20,quality_diverse,success,20,cuda,torch.bfloat16,1.2827741999972204,6.842304299996613,8734.6669921875,0.5033231715068811,0.2923484629746393,2.0123519552536018,12.756895188110784,0.03945498995523378,5.785057112124091,0.6400871872901917,0.5849536657333374,1.9892470836639404,1.344643235206604,results\method_outputs\db\drjohnson\vggt_pose\20views_quality_diverse,,10.426694799996767
db/playroom,VGGT,2views_uniform,2,uniform,success,2,cuda,torch.bfloat16,0.06361260000267066,0.3749941999994917,7076.0400390625,7.049041960805077e-16,6.702200153649855e-16,8.886119947416683e-16,4.565751891466524,1.543895097317896e-16,43.7632691523538,0.8331212401390076,0.8350979089736938,1.4604575634002686,1.34807550907135,results\method_outputs\db\playroom\vggt_pose\2views_uniform,,10.426694799996767
db/playroom,VGGT,2views_random,2,random,success,2,cuda,torch.bfloat16,0.12489149999964866,0.716647200002626,7076.0400390625,1.4838204448057346e-15,1.4716020584177293e-15,1.6616296724220897e-15,5.401839602319253,2.746879866941372e-16,33.86452015866175,0.8505316972732544,0.8445174098014832,2.4017868041992188,1.6163394451141357,results\method_outputs\db\playroom\vggt_pose\2views_random,,10.426694799996767
db/playroom,VGGT,2views_quality,2,quality,success,2,cuda,torch.bfloat16,0.1303656999989471,0.4508045000002312,7076.0400390625,1.2873097609542145e-15,1.060608856688141e-15,1.790180836524724e-15,6.011261600661446,2.1414968212539046e-16,10.05355373156321,0.6991153955459595,0.5788305997848511,10.796992301940918,6.030146598815918,results\method_outputs\db\playroom\vggt_pose\2views_quality,,10.426694799996767
db/playroom,VGGT,2views_quality_diverse,2,quality_diverse,success,2,cuda,torch.bfloat16,0.10651449999932083,0.7522308999978122,7076.0400390625,1.3322676295501878e-15,1.2749040460611074e-15,1.6616296724220897e-15,11.82485951384366,1.1266667718043235e-16,8.274512647618366,1.000640869140625,1.0663362741470337,7.764504432678223,4.758432865142822,results\method_outputs\db\playroom\vggt_pose\2views_quality_diverse,,10.426694799996767
db/playroom,VGGT,3views_uniform,3,uniform,success,3,cuda,torch.bfloat16,0.15399600000091596,0.40710370000306284,7232.671875,1.6929409527125345,1.442562835330877,2.087836511281362,5.97259721232261,0.2834513851393953,6.624573772457406,0.7375142574310303,0.6287319660186768,1.9928321838378906,1.7130496501922607,results\method_outputs\db\playroom\vggt_pose\3views_uniform,,10.426694799996767
db/playroom,VGGT,3views_random,3,random,success,3,cuda,torch.bfloat16,0.13834870000209776,1.1114544000010937,7232.671875,0.6485535592126804,0.6294404688350582,0.8026102703939764,6.632243113591589,0.09778796526375617,9.265501401364167,0.8997877240180969,0.9017454385757446,2.2398438453674316,1.6340175867080688,results\method_outputs\db\playroom\vggt_pose\3views_random,,10.426694799996767
db/playroom,VGGT,3views_quality,3,quality,success,3,cuda,torch.bfloat16,0.12821769999936805,0.4238095999971847,7232.671875,0.21045909447541952,0.20542046967608973,0.24743894617568016,7.016445459572966,0.029995115858597217,10.305569009136677,0.7176585793495178,0.7625287175178528,13.34779167175293,6.593410015106201,results\method_outputs\db\playroom\vggt_pose\3views_quality,,10.426694799996767
db/playroom,VGGT,3views_quality_diverse,3,quality_diverse,success,3,cuda,torch.bfloat16,0.2099151999973401,0.9824404999999388,7232.671875,0.23645986947872868,0.22305642276066143,0.33386817684124803,11.853204995594089,0.019949023877223276,5.916898524850204,1.2359936237335205,1.1034035682678223,7.715957164764404,4.826797008514404,results\method_outputs\db\playroom\vggt_pose\3views_quality_diverse,,10.426694799996767
db/playroom,VGGT,5views_uniform,5,uniform,success,5,cuda,torch.bfloat16,0.2687439000001177,0.5731201999988116,7641.01123046875,0.348590178533148,0.3443751466183647,0.4278172493704092,7.216133957674316,0.048307054799394955,7.430894927658382,0.7058489322662354,0.6207945346832275,2.9746546745300293,2.064143419265747,results\method_outputs\db\playroom\vggt_pose\5views_uniform,,10.426694799996767
db/playroom,VGGT,5views_random,5,random,success,5,cuda,torch.bfloat16,0.320840300002601,1.0397477000005892,7641.01123046875,1.1374128410315976,1.0603494858066371,1.7228389096734444,7.182368561267393,0.1583618038157166,7.8462198692578,1.0455198287963867,1.0433567762374878,1.959887146949768,1.2500219345092773,results\method_outputs\db\playroom\vggt_pose\5views_random,,10.426694799996767
db/playroom,VGGT,5views_quality,5,quality,success,5,cuda,torch.bfloat16,0.2087366000014299,0.728644600003463,7641.01123046875,0.13258990910881216,0.12733841010744193,0.1730889075924311,8.226231034407904,0.016117941321393426,10.046623374472752,0.7132388949394226,0.7327244877815247,15.81723403930664,7.485159873962402,results\method_outputs\db\playroom\vggt_pose\5views_quality,,10.426694799996767
db/playroom,VGGT,5views_quality_diverse,5,quality_diverse,success,5,cuda,torch.bfloat16,0.3168487000002642,0.550854299999628,7641.01123046875,0.15550491215800558,0.15305398371172216,0.19913015059667594,12.579788066103404,0.012361489028342058,5.7626143958364215,1.3839646577835083,1.453636646270752,11.411764144897461,5.796133995056152,results\method_outputs\db\playroom\vggt_pose\5views_quality_diverse,,10.426694799996767
db/playroom,VGGT,8views_uniform,8,uniform,success,8,cuda,torch.bfloat16,0.4277756000010413,1.305843999998615,8329.35595703125,0.9622341188267525,0.8803470035483012,1.549333256437515,11.464969342899508,0.08392818943058787,7.985110727477077,0.7857328653335571,0.6809819340705872,2.2090981006622314,1.149702548980713,results\method_outputs\db\playroom\vggt_pose\8views_uniform,,10.426694799996767
db/playroom,VGGT,8views_random,8,random,success,8,cuda,torch.bfloat16,0.5089848000025086,1.083170900001278,8329.35595703125,0.6132459832038237,0.5110280017734907,1.2318075471017738,10.566743803411716,0.05803547380469499,6.013282208336972,1.2691221237182617,1.2884153127670288,3.6890206336975098,2.491683006286621,results\method_outputs\db\playroom\vggt_pose\8views_random,,10.426694799996767
db/playroom,VGGT,8views_quality,8,quality,success,8,cuda,torch.bfloat16,0.35551099999793223,1.4522910000014235,8329.35595703125,0.12442553676118252,0.11662090692168059,0.1857093439059611,8.627212447069104,0.014422449606356132,10.088196886934895,0.7876535058021545,0.7860853672027588,19.078773498535156,7.020866394042969,results\method_outputs\db\playroom\vggt_pose\8views_quality,,10.426694799996767
db/playroom,VGGT,8views_quality_diverse,8,quality_diverse,success,8,cuda,torch.bfloat16,0.3287220999991405,1.276132700000744,8329.35595703125,0.16517755357442038,0.15645681308539378,0.2553685165903422,12.815601947594292,0.012888786203712189,6.0937782436015135,1.0821048021316528,1.118019938468933,7.957542419433594,4.430675506591797,results\method_outputs\db\playroom\vggt_pose\8views_quality_diverse,,10.426694799996767
db/playroom,VGGT,12views_uniform,12,uniform,success,12,cuda,torch.bfloat16,0.580013599999802,2.052842299999611,8464.43212890625,0.2656074276744728,0.23908397554938943,0.4714543674973067,12.305883975796256,0.02158377473709983,7.664392093794119,0.9020030498504639,0.9033483862876892,5.617434024810791,3.6825942993164062,results\method_outputs\db\playroom\vggt_pose\12views_uniform,,10.426694799996767
db/playroom,VGGT,12views_random,12,random,success,12,cuda,torch.bfloat16,1.1250857999984873,2.0169715999982145,8464.43212890625,0.30363775439266555,0.2803910500682136,0.5211691432255634,11.926295434014094,0.02545951977063079,6.188075877667249,1.1623599529266357,1.1934125423431396,6.04585599899292,3.784715175628662,results\method_outputs\db\playroom\vggt_pose\12views_random,,10.426694799996767
db/playroom,VGGT,12views_quality,12,quality,success,12,cuda,torch.bfloat16,1.3260260000024573,2.5496714000000793,8464.43212890625,0.13257883028954992,0.12349678702646548,0.2044212664401011,12.264291603585335,0.010810149870441104,10.180787855747074,0.7513974905014038,0.7685814499855042,19.777759552001953,7.245683670043945,results\method_outputs\db\playroom\vggt_pose\12views_quality,,10.426694799996767
db/playroom,VGGT,12views_quality_diverse,12,quality_diverse,success,12,cuda,torch.bfloat16,0.4666274000010162,3.0658318999994663,8464.43212890625,0.1370048669505041,0.12135114241816712,0.28347163777282847,12.497704806651356,0.010962402222653655,6.620439569390257,1.0946152210235596,1.1454808712005615,12.955163955688477,5.899239540100098,results\method_outputs\db\playroom\vggt_pose\12views_quality_diverse,,10.426694799996767
db/playroom,VGGT,20views_uniform,20,uniform,success,20,cuda,torch.bfloat16,1.3893181000021286,7.967222600000241,8734.6669921875,0.2849562416627899,0.2540234732118358,0.53273371347925,15.046415535912756,0.01893848013054384,7.364490414668571,0.8334227204322815,0.8289705514907837,7.172285079956055,4.211758613586426,results\method_outputs\db\playroom\vggt_pose\20views_uniform,,10.426694799996767
db/playroom,VGGT,20views_random,20,random,success,20,cuda,torch.bfloat16,1.3446893000000273,8.483027800000855,8734.6669921875,0.24789288453206781,0.19834262020049512,0.6614098665202259,10.876419934325735,0.02279177211149447,6.382823978440304,1.058646321296692,1.062748670578003,9.826351165771484,5.32575798034668,results\method_outputs\db\playroom\vggt_pose\20views_random,,10.426694799996767
db/playroom,VGGT,20views_quality,20,quality,success,20,cuda,torch.bfloat16,1.2283454999997048,8.134537500001898,8734.6669921875,0.1401906525190405,0.12379696921398183,0.2801132668911944,11.351137081198658,0.012350362040050057,9.955370008997793,0.710235595703125,0.745354175567627,21.98980140686035,7.425622940063477,results\method_outputs\db\playroom\vggt_pose\20views_quality,,10.426694799996767
db/playroom,VGGT,20views_quality_diverse,20,quality_diverse,success,20,cuda,torch.bfloat16,1.0949110000001383,7.618415000000823,8734.6669921875,0.186820845054888,0.14913914519320776,0.533832363706591,13.252648035800116,0.014096869135150836,6.794448484462026,1.0390068292617798,1.1016987562179565,13.073823928833008,5.7975873947143555,results\method_outputs\db\playroom\vggt_pose\20views_quality_diverse,,10.426694799996767
