scene,method,split,views,selection,status,num_images,image_size,niter,device,model_load_sec,image_load_sec,pair_count,inference_sec,alignment_sec,loss,peak_gpu_memory_mb,camera_center_rmse,camera_center_mae,camera_center_max_error,reference_trajectory_extent,normalized_camera_center_rmse,alignment_scale,focal_mean,output_dir,error
tandt/train,DUSt3R,5views_uniform,5,uniform,success,5,512,20,cuda,5.6055968000000576,0.09470599999986007,20,4.9190228000006755,1.0721429999975953,0.011624263599514961,2713.0146484375,0.1568860663054492,0.13434313783226304,0.23408066341342681,9.789046034247507,0.016026696141439607,34.56537077494475,307.9969482421875,results\method_outputs\tandt\train\dust3r_pose\5views_uniform,
