scene,method,split_name,status,returncode,source_path,model_path,iterations,resolution,runtime_sec,num_images,initial_points,metric_iteration,train_l1,train_psnr,saved_point_cloud,point_cloud_bytes,log_path
tandt/train,3dgs_sparse,5views_uniform,success,0,datasets\sparse_scenes\tandt\train\5views_uniform,results\method_outputs\tandt\train\3dgs_sparse\5views_uniform,3000,4,55.090843199999654,5,19876,3000,0.005139980930835009,40.92486572265625,results\method_outputs\tandt\train\3dgs_sparse\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,39949619,results\method_outputs\tandt\train\3dgs_sparse\5views_uniform\train_console.log
tandt/train,3dgs_sparse,5views_random,success,0,datasets\sparse_scenes\tandt\train\5views_random,results\method_outputs\tandt\train\3dgs_sparse\5views_random,3000,4,79.34712650000438,5,22172,3000,0.005575218237936497,39.281219482421875,results\method_outputs\tandt\train\3dgs_sparse\5views_random\point_cloud\iteration_3000\point_cloud.ply,46612635,results\method_outputs\tandt\train\3dgs_sparse\5views_random\train_console.log
tandt/train,3dgs_sparse,5views_quality,success,0,datasets\sparse_scenes\tandt\train\5views_quality,results\method_outputs\tandt\train\3dgs_sparse\5views_quality,3000,4,84.40573619999486,5,10707,3000,0.008183424361050129,37.84413528442383,results\method_outputs\tandt\train\3dgs_sparse\5views_quality\point_cloud\iteration_3000\point_cloud.ply,45420499,results\method_outputs\tandt\train\3dgs_sparse\5views_quality\train_console.log
tandt/train,3dgs_sparse,2views_uniform,success,0,datasets\sparse_scenes\tandt\train\2views_uniform,results\method_outputs\tandt\train\3dgs_sparse\2views_uniform,3000,4,27.699220100003004,22,9305,3000,0.027170468121767044,26.93571548461914,results\method_outputs\tandt\train\3dgs_sparse\2views_uniform\point_cloud\iteration_3000\point_cloud.ply,44447595,results\method_outputs\tandt\train\3dgs_sparse\2views_uniform\train_console.log
tandt/train,3dgs_sparse,2views_random,success,0,datasets\sparse_scenes\tandt\train\2views_random,results\method_outputs\tandt\train\3dgs_sparse\2views_random,3000,4,55.62697240000125,22,9266,3000,0.020510006695985794,29.17457847595215,results\method_outputs\tandt\train\3dgs_sparse\2views_random\point_cloud\iteration_3000\point_cloud.ply,50501027,results\method_outputs\tandt\train\3dgs_sparse\2views_random\train_console.log
tandt/train,3dgs_sparse,2views_quality,success,0,datasets\sparse_scenes\tandt\train\2views_quality,results\method_outputs\tandt\train\3dgs_sparse\2views_quality,3000,4,53.45578549999482,22,4399,3000,0.030485184490680696,25.998090744018555,results\method_outputs\tandt\train\3dgs_sparse\2views_quality\point_cloud\iteration_3000\point_cloud.ply,42065059,results\method_outputs\tandt\train\3dgs_sparse\2views_quality\train_console.log
tandt/train,3dgs_sparse,3views_uniform,success,0,datasets\sparse_scenes\tandt\train\3views_uniform,results\method_outputs\tandt\train\3dgs_sparse\3views_uniform,3000,4,65.43652940000175,23,12194,3000,0.023695712164044383,28.512152099609377,results\method_outputs\tandt\train\3dgs_sparse\3views_uniform\point_cloud\iteration_3000\point_cloud.ply,42420939,results\method_outputs\tandt\train\3dgs_sparse\3views_uniform\train_console.log
tandt/train,3dgs_sparse,3views_random,success,0,datasets\sparse_scenes\tandt\train\3views_random,results\method_outputs\tandt\train\3dgs_sparse\3views_random,3000,4,80.71903490000113,23,13356,3000,0.02327439822256565,28.59334526062012,results\method_outputs\tandt\train\3dgs_sparse\3views_random\point_cloud\iteration_3000\point_cloud.ply,52408643,results\method_outputs\tandt\train\3dgs_sparse\3views_random\train_console.log
tandt/train,3dgs_sparse,3views_quality,success,0,datasets\sparse_scenes\tandt\train\3views_quality,results\method_outputs\tandt\train\3dgs_sparse\3views_quality,3000,4,60.611259100005555,23,4702,3000,0.023519825562834742,28.817620849609376,results\method_outputs\tandt\train\3dgs_sparse\3views_quality\point_cloud\iteration_3000\point_cloud.ply,42134747,results\method_outputs\tandt\train\3dgs_sparse\3views_quality\train_console.log
tandt/train,3dgs_sparse,8views_uniform,success,0,datasets\sparse_scenes\tandt\train\8views_uniform,results\method_outputs\tandt\train\3dgs_sparse\8views_uniform,3000,4,95.51847899999848,28,30520,3000,0.021975998207926752,29.235824203491212,results\method_outputs\tandt\train\3dgs_sparse\8views_uniform\point_cloud\iteration_3000\point_cloud.ply,57305403,results\method_outputs\tandt\train\3dgs_sparse\8views_uniform\train_console.log
