scene,method,condition,split_name,status,returncode,source_path,model_path,iterations,resolution,runtime_sec,num_images,initial_points,metric_iteration,train_l1,train_psnr,saved_point_cloud,point_cloud_bytes,log_path,num_test_images,eval_psnr,eval_ssim,eval_lpips,metrics_summary,per_view_csv
db/playroom,3dgs_degraded,jpeg_q20,5views_quality_diverse,success,0,datasets\degraded_scenes\jpeg_q20\db\playroom\5views_quality_diverse,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q20\5views_quality_diverse,3000,4,46.244633799999065,5,8590,3000,0.003817252116277814,43.84184265136719,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q20\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,39847443,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q20\5views_quality_diverse\train_console.log,20,13.733145864151401,0.511549311876297,0.5729571104049682,,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q20\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,blur_k15,5views_uniform,success,0,datasets\degraded_scenes\blur_k15\db\playroom\5views_uniform,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_uniform,3000,4,41.26213699999971,5,4284,3000,0.002823564689606428,47.60137176513672,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,35995507,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_uniform\train_console.log,20,11.186464583308114,0.47389224022626875,0.6180389449000359,,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_uniform\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,blur_k15,5views_random,success,0,datasets\degraded_scenes\blur_k15\db\playroom\5views_random,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_random,3000,4,44.3821939999998,5,5669,3000,0.00265866587869823,48.443450927734375,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_random\point_cloud\iteration_3000\point_cloud.ply,33423003,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_random\train_console.log,20,13.93172696018112,0.5261302664875984,0.5650007873773575,,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_random\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,blur_k15,5views_quality,success,0,datasets\degraded_scenes\blur_k15\db\playroom\5views_quality,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_quality,3000,4,50.50285789999907,5,7662,3000,0.0036557421553879976,43.9347038269043,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_quality\point_cloud\iteration_3000\point_cloud.ply,21154442,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_quality\train_console.log,20,11.292997142904186,0.430264057405293,0.6014657631516457,,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_quality\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,blur_k15,5views_quality_diverse,success,0,datasets\degraded_scenes\blur_k15\db\playroom\5views_quality_diverse,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_quality_diverse,3000,4,54.29131369999959,5,8590,3000,0.003134195925667882,46.85001754760742,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,24839971,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_quality_diverse\train_console.log,20,14.228815558261894,0.5091902427375317,0.5713921740651131,,results\method_outputs\db\playroom\3dgs_degraded\blur_k15\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,lowres_50,5views_uniform,success,0,datasets\degraded_scenes\lowres_50\db\playroom\5views_uniform,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_uniform,3000,4,43.31181480000123,5,4284,3000,0.0030783507972955704,46.54191589355469,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,48162635,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_uniform\train_console.log,20,11.7935733604699,0.4883218422532082,0.6164272993803024,,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_uniform\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,lowres_50,5views_random,success,0,datasets\degraded_scenes\lowres_50\db\playroom\5views_random,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_random,3000,4,49.20634860000064,5,5669,3000,0.0030450031626969576,47.22539520263672,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_random\point_cloud\iteration_3000\point_cloud.ply,43891579,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_random\train_console.log,20,14.585166743522768,0.5499316155910492,0.5244162261486054,,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_random\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,lowres_50,5views_quality,success,0,datasets\degraded_scenes\lowres_50\db\playroom\5views_quality,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_quality,3000,4,47.703574999999546,5,7662,3000,0.003836490213871002,43.699676513671875,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_quality\point_cloud\iteration_3000\point_cloud.ply,27008979,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_quality\train_console.log,20,11.033274778135041,0.47248847782611847,0.56195317953825,,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_quality\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,lowres_50,5views_quality_diverse,success,0,datasets\degraded_scenes\lowres_50\db\playroom\5views_quality_diverse,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_quality_diverse,3000,4,52.16176559999985,5,8590,3000,0.003407152369618416,45.658180236816406,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,36176547,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_quality_diverse\train_console.log,20,14.44186421851607,0.5441808342933655,0.5464276388287544,,results\method_outputs\db\playroom\3dgs_degraded\lowres_50\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,under_0.6,5views_uniform,success,0,datasets\degraded_scenes\under_0.6\db\playroom\5views_uniform,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_uniform,3000,4,43.64457129999937,5,4284,3000,0.0029952789191156626,47.50425338745117,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,37298995,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_uniform\train_console.log,20,7.699921694286576,0.29472098164260385,0.7027083903551101,,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_uniform\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,under_0.6,5views_random,success,0,datasets\degraded_scenes\under_0.6\db\playroom\5views_random,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_random,3000,4,43.644605800000136,5,5669,3000,0.002531480509787798,48.996070861816406,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_random\point_cloud\iteration_3000\point_cloud.ply,32989995,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_random\train_console.log,20,10.170766201951484,0.4799985997378826,0.6120564296841622,,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_random\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,under_0.6,5views_quality,success,0,datasets\degraded_scenes\under_0.6\db\playroom\5views_quality,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_quality,3000,4,41.904468599999745,5,7662,3000,0.0031915928702801466,45.62347412109375,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_quality\point_cloud\iteration_3000\point_cloud.ply,19068018,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_quality\train_console.log,20,7.958813178563841,0.3465328497812152,0.6300021022558212,,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_quality\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,under_0.6,5views_quality_diverse,success,0,datasets\degraded_scenes\under_0.6\db\playroom\5views_quality_diverse,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_quality_diverse,3000,4,41.54871169999933,5,8590,3000,0.0029583796858787537,47.316932678222656,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,26017723,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_quality_diverse\train_console.log,20,10.085305609325655,0.4870565339922905,0.5665189415216446,,results\method_outputs\db\playroom\3dgs_degraded\under_0.6\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
tandt/train,3dgs_degraded,jpeg_q40,5views_uniform,success,0,datasets\degraded_scenes\jpeg_q40\tandt\train\5views_uniform,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_uniform,3000,4,58.698621299998194,5,19876,3000,0.005499493330717087,40.36899185180664,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,39121547,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_uniform\train_console.log,20,12.895023444142552,0.31580362431705,0.5376994829624892,,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_uniform\test\ours_3000\metrics_per_view.csv
tandt/train,3dgs_degraded,jpeg_q40,5views_random,success,0,datasets\degraded_scenes\jpeg_q40\tandt\train\5views_random,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_random,3000,4,53.19451149999804,5,22172,3000,0.005394243635237217,40.86045837402344,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_random\point_cloud\iteration_3000\point_cloud.ply,47053083,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_random\train_console.log,20,11.838886162660433,0.2921992275863886,0.540260023623705,,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_random\test\ours_3000\metrics_per_view.csv
tandt/train,3dgs_degraded,jpeg_q40,5views_quality,success,0,datasets\degraded_scenes\jpeg_q40\tandt\train\5views_quality,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_quality,3000,4,56.04420399999799,5,10707,3000,0.008665797300636768,37.18378448486328,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_quality\point_cloud\iteration_3000\point_cloud.ply,45366435,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_quality\train_console.log,20,12.053960602889957,0.23452981933951378,0.6225102663040161,,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_quality\test\ours_3000\metrics_per_view.csv
tandt/train,3dgs_degraded,jpeg_q40,5views_quality_diverse,success,0,datasets\degraded_scenes\jpeg_q40\tandt\train\5views_quality_diverse,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_quality_diverse,3000,4,60.64648419999867,5,19357,3000,0.005669191014021635,38.86614990234375,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,46846003,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_quality_diverse\train_console.log,20,12.869381037955597,0.30403049290180206,0.5432237982749939,,results\method_outputs\tandt\train\3dgs_degraded\jpeg_q40\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
tandt/truck,3dgs_degraded,jpeg_q40,5views_uniform,success,0,datasets\degraded_scenes\jpeg_q40\tandt\truck\5views_uniform,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_uniform,3000,4,63.68008999999438,5,18790,3000,0.003655728418380022,44.3575553894043,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,51930003,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_uniform\train_console.log,20,14.952950940614178,0.4427944891154766,0.421309569850564,,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_uniform\test\ours_3000\metrics_per_view.csv
tandt/truck,3dgs_degraded,jpeg_q40,5views_random,success,0,datasets\degraded_scenes\jpeg_q40\tandt\truck\5views_random,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_random,3000,4,64.11082780000288,5,19208,3000,0.00431909691542387,43.19367218017578,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_random\point_cloud\iteration_3000\point_cloud.ply,40180755,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_random\train_console.log,20,14.615979872000315,0.4456953674554825,0.4285200797021389,,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_random\test\ours_3000\metrics_per_view.csv
tandt/truck,3dgs_degraded,jpeg_q40,5views_quality,success,0,datasets\degraded_scenes\jpeg_q40\tandt\truck\5views_quality,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_quality,3000,4,53.313649600000645,5,10313,3000,0.005473228171467781,40.05403137207031,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_quality\point_cloud\iteration_3000\point_cloud.ply,32219459,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_quality\train_console.log,20,10.491475645206581,0.25290083773434163,0.5653043709695339,,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_quality\test\ours_3000\metrics_per_view.csv
tandt/truck,3dgs_degraded,jpeg_q40,5views_quality_diverse,success,0,datasets\degraded_scenes\jpeg_q40\tandt\truck\5views_quality_diverse,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_quality_diverse,3000,4,62.4478139999992,5,18766,3000,0.0046305288560688496,42.888397216796875,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,55886347,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_quality_diverse\train_console.log,20,13.891472396304923,0.3878012590110302,0.4560294643044472,,results\method_outputs\tandt\truck\3dgs_degraded\jpeg_q40\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
db/drjohnson,3dgs_degraded,jpeg_q40,5views_uniform,success,0,datasets\degraded_scenes\jpeg_q40\db\drjohnson\5views_uniform,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_uniform,3000,4,63.402254099994025,5,7260,3000,0.003225440625101328,46.28611373901367,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,75517035,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_uniform\train_console.log,20,12.791596145390777,0.28050621775910256,0.7030276745557785,,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_uniform\test\ours_3000\metrics_per_view.csv
db/drjohnson,3dgs_degraded,jpeg_q40,5views_random,success,0,datasets\degraded_scenes\jpeg_q40\db\drjohnson\5views_random,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_random,3000,4,60.564642000004824,5,5413,3000,0.0030114210676401854,45.79083251953125,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_random\point_cloud\iteration_3000\point_cloud.ply,48963179,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_random\train_console.log,20,14.19377725858539,0.3160778725519776,0.6658133938908577,,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_random\test\ours_3000\metrics_per_view.csv
db/drjohnson,3dgs_degraded,jpeg_q40,5views_quality,success,0,datasets\degraded_scenes\jpeg_q40\db\drjohnson\5views_quality,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_quality,3000,4,67.36047979999421,5,2834,3000,0.003651311621069908,44.86159896850586,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_quality\point_cloud\iteration_3000\point_cloud.ply,60694075,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_quality\train_console.log,20,10.476429899467844,0.11410310048377141,0.7287345826625824,,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_quality\test\ours_3000\metrics_per_view.csv
db/drjohnson,3dgs_degraded,jpeg_q40,5views_quality_diverse,success,0,datasets\degraded_scenes\jpeg_q40\db\drjohnson\5views_quality_diverse,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_quality_diverse,3000,4,80.26949149999564,5,6175,3000,0.003926732577383518,40.56907272338867,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,58661963,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_quality_diverse\train_console.log,20,15.231146997510175,0.3835055835545063,0.6840870320796967,,results\method_outputs\db\drjohnson\3dgs_degraded\jpeg_q40\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,jpeg_q40,5views_uniform,success,0,datasets\degraded_scenes\jpeg_q40\db\playroom\5views_uniform,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_uniform,3000,4,99.12218459999713,5,4284,3000,0.003266707295551896,45.81986618041992,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,52692355,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_uniform\train_console.log,20,12.337659054962232,0.5127237528562546,0.5970659270882607,,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_uniform\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,jpeg_q40,5views_random,success,0,datasets\degraded_scenes\jpeg_q40\db\playroom\5views_random,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_random,3000,4,76.46670920000179,5,5669,3000,0.0030145489145070314,46.915191650390625,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_random\point_cloud\iteration_3000\point_cloud.ply,48097659,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_random\train_console.log,20,13.709388629303172,0.5179585583508015,0.5549121484160423,,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_random\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,jpeg_q40,5views_quality,success,0,datasets\degraded_scenes\jpeg_q40\db\playroom\5views_quality,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_quality,3000,4,68.32834430000366,5,7662,3000,0.004726441111415625,41.70942687988281,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_quality\point_cloud\iteration_3000\point_cloud.ply,30035571,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_quality\train_console.log,20,11.641440284070821,0.4697624118998647,0.5574290573596954,,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_quality\test\ours_3000\metrics_per_view.csv
db/playroom,3dgs_degraded,jpeg_q40,5views_quality_diverse,success,0,datasets\degraded_scenes\jpeg_q40\db\playroom\5views_quality_diverse,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_quality_diverse,3000,4,76.14800059999834,5,8590,3000,0.0038577707018703222,43.846534729003906,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,40031707,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_quality_diverse\train_console.log,20,14.682646995501042,0.577284750342369,0.512346613407135,,results\method_outputs\db\playroom\3dgs_degraded\jpeg_q40\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
tandt/train,3dgs_degraded,under_0.4,5views_uniform,success,0,datasets\degraded_scenes\under_0.4\tandt\train\5views_uniform,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_uniform,3000,4,92.25375730000087,5,19876,3000,0.0037297261878848076,44.645809173583984,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,18417762,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_uniform\train_console.log,20,9.088462660556505,0.24707742780447006,0.5568666666746139,,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_uniform\test\ours_3000\metrics_per_view.csv
tandt/train,3dgs_degraded,under_0.4,5views_random,success,0,datasets\degraded_scenes\under_0.4\tandt\train\5views_random,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_random,3000,4,74.9863469999982,5,22172,3000,0.0028554140590131283,47.25560760498047,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_random\point_cloud\iteration_3000\point_cloud.ply,21244466,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_random\train_console.log,20,8.561344463823268,0.23415040746331214,0.5652968138456345,,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_random\test\ours_3000\metrics_per_view.csv
tandt/train,3dgs_degraded,under_0.4,5views_quality,success,0,datasets\degraded_scenes\under_0.4\tandt\train\5views_quality,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_quality,3000,4,75.66676700000244,5,10707,3000,0.0041839503683149815,44.28588104248047,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_quality\point_cloud\iteration_3000\point_cloud.ply,20387378,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_quality\train_console.log,20,8.464794529218853,0.19803983494639396,0.6362260326743125,,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_quality\test\ours_3000\metrics_per_view.csv
tandt/train,3dgs_degraded,under_0.4,5views_quality_diverse,success,0,datasets\degraded_scenes\under_0.4\tandt\train\5views_quality_diverse,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_quality_diverse,3000,4,104.79329100000177,5,19357,3000,0.003609506879001856,44.24803161621094,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,21334490,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_quality_diverse\train_console.log,20,8.568683709293117,0.22359837032854557,0.5863874435424805,,results\method_outputs\tandt\train\3dgs_degraded\under_0.4\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
tandt/truck,3dgs_degraded,under_0.4,5views_uniform,success,0,datasets\degraded_scenes\under_0.4\tandt\truck\5views_uniform,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_uniform,3000,4,82.40310529999988,5,18790,3000,0.002411397872492671,48.679161071777344,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,25407395,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_uniform\train_console.log,20,8.26096908175975,0.2627321794629097,0.49742202609777453,,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_uniform\test\ours_3000\metrics_per_view.csv
tandt/truck,3dgs_degraded,under_0.4,5views_random,success,0,datasets\degraded_scenes\under_0.4\tandt\truck\5views_random,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_random,3000,4,76.82102920000034,5,19208,3000,0.002388720866292715,49.2175407409668,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_random\point_cloud\iteration_3000\point_cloud.ply,18841346,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_random\train_console.log,20,7.75697034745765,0.24758263155817986,0.5022870279848576,,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_random\test\ours_3000\metrics_per_view.csv
tandt/truck,3dgs_degraded,under_0.4,5views_quality,success,0,datasets\degraded_scenes\under_0.4\tandt\truck\5views_quality,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_quality,3000,4,65.26596789999894,5,10313,3000,0.002915923483669758,46.936065673828125,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_quality\point_cloud\iteration_3000\point_cloud.ply,16910418,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_quality\train_console.log,20,7.087766682419478,0.16956717818975447,0.6082361906766891,,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_quality\test\ours_3000\metrics_per_view.csv
tandt/truck,3dgs_degraded,under_0.4,5views_quality_diverse,success,0,datasets\degraded_scenes\under_0.4\tandt\truck\5views_quality_diverse,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_quality_diverse,3000,4,67.02939340000012,5,18766,3000,0.00286852871067822,47.645408630371094,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,27384451,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_quality_diverse\train_console.log,20,7.990184001628258,0.23002488166093826,0.5240542009472847,,results\method_outputs\tandt\truck\3dgs_degraded\under_0.4\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
db/drjohnson,3dgs_degraded,under_0.4,5views_uniform,success,0,datasets\degraded_scenes\under_0.4\db\drjohnson\5views_uniform,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_uniform,3000,4,67.0124180999992,5,7260,3000,0.0025150335859507322,49.10313034057617,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_uniform\point_cloud\iteration_3000\point_cloud.ply,30796683,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_uniform\train_console.log,20,10.85768894431675,0.23204890079796314,0.7152225822210312,,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_uniform\test\ours_3000\metrics_per_view.csv
db/drjohnson,3dgs_degraded,under_0.4,5views_random,success,0,datasets\degraded_scenes\under_0.4\db\drjohnson\5views_random,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_random,3000,4,56.75183009999455,5,5413,3000,0.0022788001224398613,49.763404846191406,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_random\point_cloud\iteration_3000\point_cloud.ply,22594826,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_random\train_console.log,20,11.360553162096716,0.24124553883448244,0.6620819196105003,,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_random\test\ours_3000\metrics_per_view.csv
db/drjohnson,3dgs_degraded,under_0.4,5views_quality,success,0,datasets\degraded_scenes\under_0.4\db\drjohnson\5views_quality,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_quality,3000,4,62.834512500005076,5,2834,3000,0.002193567343056202,50.11249542236328,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_quality\point_cloud\iteration_3000\point_cloud.ply,26979715,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_quality\train_console.log,20,9.670729818786409,0.10298177375225351,0.7290921360254288,,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_quality\test\ours_3000\metrics_per_view.csv
db/drjohnson,3dgs_degraded,under_0.4,5views_quality_diverse,success,0,datasets\degraded_scenes\under_0.4\db\drjohnson\5views_quality_diverse,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_quality_diverse,3000,4,72.11729369999375,5,6175,3000,0.002416938543319702,49.060482025146484,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_quality_diverse\point_cloud\iteration_3000\point_cloud.ply,26890931,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_quality_diverse\train_console.log,20,11.111394690748742,0.2382149625569582,0.6870359420776367,,results\method_outputs\db\drjohnson\3dgs_degraded\under_0.4\5views_quality_diverse\test\ours_3000\metrics_per_view.csv
