scene,views,seed,split,status,selected_images,excluded_test_images,psnr,ssim,lpips,num_test_images,metrics_summary,todo
tandt/train,12,1,12views_random_seed1,evaluated,"[""00006.jpg"", ""00013.jpg"", ""00015.jpg"", ""00016.jpg"", ""00017.jpg"", ""00057.jpg"", ""00119.jpg"", ""00174.jpg"", ""00210.jpg"", ""00232.jpg"", ""00290.jpg"", ""00297.jpg""]",20,14.73576797484014,0.42765771225094795,0.45691241323947906,20,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed1,
tandt/train,20,1,20views_random_seed1,evaluated,"[""00013.jpg"", ""00056.jpg"", ""00067.jpg"", ""00103.jpg"", ""00105.jpg"", ""00121.jpg"", ""00122.jpg"", ""00128.jpg"", ""00129.jpg"", ""00160.jpg"", ""00163.jpg"", ""00183.jpg"", ""00189.jpg"", ""00229.jpg"", ""00232.jpg"", ""00241.jpg"", ""00253.jpg"", ""00272.jpg"", ""00275.jpg"", ""00278.jpg""]",20,13.708582686088908,0.42902803868055345,0.4349340952932835,20,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed1,
tandt/train,2,2,2views_random_seed2,evaluated,"[""00032.jpg"", ""00051.jpg""]",20,10.88200616367764,0.2516321901232004,0.5839661974459887,20,results\method_outputs\tandt\train\3dgs_sparse\2views_random_seed2,
tandt/train,3,2,3views_random_seed2,evaluated,"[""00048.jpg"", ""00093.jpg"", ""00198.jpg""]",20,10.758482734627902,0.25113031305372713,0.5872305847704411,20,results\method_outputs\tandt\train\3dgs_sparse\3views_random_seed2,
tandt/train,5,2,5views_random_seed2,evaluated,"[""00021.jpg"", ""00088.jpg"", ""00117.jpg"", ""00138.jpg"", ""00169.jpg""]",20,12.245061025773916,0.32573399096727373,0.5360906168818473,20,results\method_outputs\tandt\train\3dgs_sparse\5views_random_seed2,
tandt/train,8,2,8views_random_seed2,evaluated,"[""00148.jpg"", ""00204.jpg"", ""00216.jpg"", ""00236.jpg"", ""00244.jpg"", ""00276.jpg"", ""00279.jpg"", ""00298.jpg""]",20,12.839235928873418,0.35071067586541177,0.5038433518260718,20,results\method_outputs\tandt\train\3dgs_sparse\8views_random_seed2,
tandt/train,12,2,12views_random_seed2,evaluated,"[""00016.jpg"", ""00021.jpg"", ""00091.jpg"", ""00098.jpg"", ""00128.jpg"", ""00130.jpg"", ""00175.jpg"", ""00200.jpg"", ""00209.jpg"", ""00232.jpg"", ""00256.jpg"", ""00289.jpg""]",20,13.997038123785936,0.4228425607085228,0.4529055058956146,20,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed2,
tandt/train,20,2,20views_random_seed2,evaluated,"[""00014.jpg"", ""00075.jpg"", ""00089.jpg"", ""00096.jpg"", ""00098.jpg"", ""00101.jpg"", ""00137.jpg"", ""00178.jpg"", ""00195.jpg"", ""00198.jpg"", ""00199.jpg"", ""00200.jpg"", ""00219.jpg"", ""00228.jpg"", ""00245.jpg"", ""00254.jpg"", ""00280.jpg"", ""00282.jpg"", ""00288.jpg"", ""00291.jpg""]",20,14.21896997131879,0.49001270160079,0.39749096259474753,20,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed2,
tandt/train,2,3,2views_random_seed3,evaluated,"[""00131.jpg"", ""00298.jpg""]",20,10.93804199163735,0.2416772685945034,0.597273663058877,20,results\method_outputs\tandt\train\3dgs_sparse\2views_random_seed3,
tandt/train,3,3,3views_random_seed3,evaluated,"[""00072.jpg"", ""00203.jpg"", ""00260.jpg""]",20,9.04950805419308,0.1525217853486538,0.6650769859552383,20,results\method_outputs\tandt\train\3dgs_sparse\3views_random_seed3,
tandt/train,5,3,5views_random_seed3,evaluated,"[""00008.jpg"", ""00037.jpg"", ""00129.jpg"", ""00143.jpg"", ""00258.jpg""]",20,12.564299512047507,0.3393182836472988,0.5202020227909088,20,results\method_outputs\tandt\train\3dgs_sparse\5views_random_seed3,
tandt/train,8,3,8views_random_seed3,evaluated,"[""00084.jpg"", ""00106.jpg"", ""00128.jpg"", ""00218.jpg"", ""00258.jpg"", ""00261.jpg"", ""00287.jpg"", ""00296.jpg""]",20,13.333751372474367,0.3733619645237923,0.48748455196619034,20,results\method_outputs\tandt\train\3dgs_sparse\8views_random_seed3,
tandt/train,12,3,12views_random_seed3,evaluated,"[""00009.jpg"", ""00017.jpg"", ""00024.jpg"", ""00036.jpg"", ""00088.jpg"", ""00148.jpg"", ""00166.jpg"", ""00213.jpg"", ""00214.jpg"", ""00217.jpg"", ""00234.jpg"", ""00260.jpg""]",20,14.1480331446977,0.4295831397175789,0.44397612735629083,20,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed3,
tandt/train,20,3,20views_random_seed3,evaluated,"[""00016.jpg"", ""00021.jpg"", ""00054.jpg"", ""00074.jpg"", ""00075.jpg"", ""00120.jpg"", ""00128.jpg"", ""00143.jpg"", ""00166.jpg"", ""00185.jpg"", ""00192.jpg"", ""00201.jpg"", ""00212.jpg"", ""00223.jpg"", ""00231.jpg"", ""00240.jpg"", ""00244.jpg"", ""00272.jpg"", ""00278.jpg"", ""00293.jpg""]",20,15.410543800354807,0.5298057913780212,0.3722475737333298,20,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed3,
tandt/train,2,4,2views_random_seed4,evaluated,"[""00130.jpg"", ""00167.jpg""]",20,9.200229425572392,0.16014113798737525,0.6600932806730271,20,results\method_outputs\tandt\train\3dgs_sparse\2views_random_seed4,
tandt/train,3,4,3views_random_seed4,evaluated,"[""00057.jpg"", ""00217.jpg"", ""00263.jpg""]",20,10.381496112683571,0.18135884776711464,0.6271716460585595,20,results\method_outputs\tandt\train\3dgs_sparse\3views_random_seed4,
tandt/train,5,4,5views_random_seed4,evaluated,"[""00012.jpg"", ""00038.jpg"", ""00051.jpg"", ""00086.jpg"", ""00220.jpg""]",20,11.637398811293092,0.3001885928213596,0.5382619768381118,20,results\method_outputs\tandt\train\3dgs_sparse\5views_random_seed4,
tandt/train,8,4,8views_random_seed4,evaluated,"[""00034.jpg"", ""00096.jpg"", ""00122.jpg"", ""00152.jpg"", ""00160.jpg"", ""00198.jpg"", ""00286.jpg"", ""00294.jpg""]",20,14.118136009799695,0.4255663320422173,0.45076291635632515,20,results\method_outputs\tandt\train\3dgs_sparse\8views_random_seed4,
tandt/train,12,4,12views_random_seed4,evaluated,"[""00015.jpg"", ""00049.jpg"", ""00059.jpg"", ""00091.jpg"", ""00107.jpg"", ""00118.jpg"", ""00144.jpg"", ""00145.jpg"", ""00150.jpg"", ""00160.jpg"", ""00170.jpg"", ""00204.jpg""]",20,15.027286674337386,0.5065876558423043,0.39478796496987345,20,results\method_outputs\tandt\train\3dgs_sparse\12views_random_seed4,
tandt/train,20,4,20views_random_seed4,evaluated,"[""00005.jpg"", ""00050.jpg"", ""00099.jpg"", ""00107.jpg"", ""00136.jpg"", ""00137.jpg"", ""00154.jpg"", ""00159.jpg"", ""00161.jpg"", ""00165.jpg"", ""00171.jpg"", ""00185.jpg"", ""00213.jpg"", ""00227.jpg"", ""00232.jpg"", ""00236.jpg"", ""00260.jpg"", ""00278.jpg"", ""00279.jpg"", ""00301.jpg""]",20,14.919984714003991,0.5313099913299084,0.36993078850209715,20,results\method_outputs\tandt\train\3dgs_sparse\20views_random_seed4,
tandt/truck,2,0,2views_random_seed0,evaluated,"[""000107.jpg"", ""000235.jpg""]",20,11.530986627229387,0.2235623173415661,0.6044330894947052,20,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed0,
tandt/truck,3,0,3views_random_seed0,evaluated,"[""000116.jpg"", ""000211.jpg"", ""000247.jpg""]",20,12.321967720963087,0.3163001541048288,0.5024513900279999,20,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed0,
tandt/truck,5,0,5views_random_seed0,evaluated,"[""000012.jpg"", ""000072.jpg"", ""000112.jpg"", ""000135.jpg"", ""000141.jpg""]",20,12.90798881604169,0.3932419903576374,0.4533904828131199,20,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed0,
tandt/truck,8,0,8views_random_seed0,evaluated,"[""000060.jpg"", ""000084.jpg"", ""000099.jpg"", ""000133.jpg"", ""000162.jpg"", ""000217.jpg"", ""000230.jpg"", ""000248.jpg""]",20,16.664104987164563,0.5569666713476181,0.33184641748666766,20,results\method_outputs\tandt\truck\3dgs_sparse\8views_random_seed0,
tandt/truck,12,0,12views_random_seed0,evaluated,"[""000026.jpg"", ""000038.jpg"", ""000070.jpg"", ""000078.jpg"", ""000140.jpg"", ""000148.jpg"", ""000167.jpg"", ""000172.jpg"", ""000196.jpg"", ""000210.jpg"", ""000222.jpg"", ""000225.jpg""]",20,16.77213362539777,0.610826452076435,0.2973680444061756,20,results\method_outputs\tandt\truck\3dgs_sparse\12views_random_seed0,
tandt/truck,20,0,20views_random_seed0,evaluated,"[""000020.jpg"", ""000027.jpg"", ""000040.jpg"", ""000057.jpg"", ""000086.jpg"", ""000087.jpg"", ""000092.jpg"", ""000098.jpg"", ""000121.jpg"", ""000123.jpg"", ""000130.jpg"", ""000133.jpg"", ""000153.jpg"", ""000155.jpg"", ""000170.jpg"", ""000177.jpg"", ""000190.jpg"", ""000202.jpg"", ""000236.jpg"", ""000251.jpg""]",20,19.84864623777582,0.7350022688508033,0.21095793955028058,20,results\method_outputs\tandt\truck\3dgs_sparse\20views_random_seed0,
tandt/truck,2,1,2views_random_seed1,evaluated,"[""000037.jpg"", ""000158.jpg""]",20,11.502370893482103,0.26220362950116394,0.5617690779268741,20,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed1,
tandt/truck,3,1,3views_random_seed1,evaluated,"[""000212.jpg"", ""000223.jpg"", ""000235.jpg""]",20,11.093969911651604,0.2851675782352686,0.5540026053786278,20,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed1,
tandt/truck,5,1,5views_random_seed1,evaluated,"[""000018.jpg"", ""000033.jpg"", ""000071.jpg"", ""000137.jpg"", ""000211.jpg""]",20,13.553959097746263,0.39660427942872045,0.45466661006212233,20,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed1,
tandt/truck,8,1,8views_random_seed1,evaluated,"[""000026.jpg"", ""000058.jpg"", ""000106.jpg"", ""000125.jpg"", ""000130.jpg"", ""000135.jpg"", ""000180.jpg"", ""000219.jpg""]",20,14.8752864812589,0.5183538869023323,0.3714088387787342,20,results\method_outputs\tandt\truck\3dgs_sparse\8views_random_seed1,
tandt/truck,12,1,12views_random_seed1,evaluated,"[""000001.jpg"", ""000008.jpg"", ""000074.jpg"", ""000108.jpg"", ""000119.jpg"", ""000124.jpg"", ""000168.jpg"", ""000193.jpg"", ""000212.jpg"", ""000213.jpg"", ""000232.jpg"", ""000248.jpg""]",20,17.896607885865826,0.6438299015164375,0.27774202898144723,20,results\method_outputs\tandt\truck\3dgs_sparse\12views_random_seed1,
tandt/truck,20,1,20views_random_seed1,evaluated,"[""000003.jpg"", ""000006.jpg"", ""000007.jpg"", ""000008.jpg"", ""000029.jpg"", ""000060.jpg"", ""000063.jpg"", ""000088.jpg"", ""000106.jpg"", ""000117.jpg"", ""000146.jpg"", ""000150.jpg"", ""000164.jpg"", ""000180.jpg"", ""000190.jpg"", ""000200.jpg"", ""000201.jpg"", ""000223.jpg"", ""000245.jpg"", ""000251.jpg""]",20,19.78286096743623,0.752442741394043,0.18867022283375262,20,results\method_outputs\tandt\truck\3dgs_sparse\20views_random_seed1,
tandt/truck,2,2,2views_random_seed2,evaluated,"[""000236.jpg"", ""000239.jpg""]",20,10.11815004133668,0.17027406245470048,0.6400407001376152,20,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed2,
tandt/truck,3,2,3views_random_seed2,evaluated,"[""000016.jpg"", ""000023.jpg"", ""000025.jpg""]",20,11.362655775609891,0.24644070267677307,0.5789804562926293,20,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed2,
tandt/truck,5,2,5views_random_seed2,evaluated,"[""000047.jpg"", ""000100.jpg"", ""000204.jpg"", ""000225.jpg"", ""000232.jpg""]",20,14.370393791731399,0.4412446692585945,0.43139275163412094,20,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed2,
tandt/truck,8,2,8views_random_seed2,evaluated,"[""000011.jpg"", ""000059.jpg"", ""000070.jpg"", ""000085.jpg"", ""000161.jpg"", ""000168.jpg"", ""000186.jpg"", ""000237.jpg""]",20,15.74049545217871,0.5145640335977077,0.37604720033705236,20,results\method_outputs\tandt\truck\3dgs_sparse\8views_random_seed2,
tandt/truck,12,2,12views_random_seed2,evaluated,"[""000044.jpg"", ""000104.jpg"", ""000109.jpg"", ""000119.jpg"", ""000123.jpg"", ""000141.jpg"", ""000151.jpg"", ""000177.jpg"", ""000189.jpg"", ""000201.jpg"", ""000223.jpg"", ""000239.jpg""]",20,17.367991115824424,0.6080340385437012,0.3038356423377991,20,results\method_outputs\tandt\truck\3dgs_sparse\12views_random_seed2,
tandt/truck,20,2,20views_random_seed2,evaluated,"[""000007.jpg"", ""000008.jpg"", ""000011.jpg"", ""000046.jpg"", ""000049.jpg"", ""000064.jpg"", ""000065.jpg"", ""000074.jpg"", ""000088.jpg"", ""000101.jpg"", ""000106.jpg"", ""000117.jpg"", ""000129.jpg"", ""000139.jpg"", ""000145.jpg"", ""000155.jpg"", ""000242.jpg"", ""000246.jpg"", ""000248.jpg"", ""000251.jpg""]",20,20.664283443055627,0.775107529759407,0.18182482309639453,20,results\method_outputs\tandt\truck\3dgs_sparse\20views_random_seed2,
tandt/truck,2,3,2views_random_seed3,evaluated,"[""000065.jpg"", ""000164.jpg""]",20,11.616310796058881,0.28035444431006906,0.568641422688961,20,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed3,
tandt/truck,3,3,3views_random_seed3,evaluated,"[""000036.jpg"", ""000103.jpg"", ""000151.jpg""]",20,12.106684473277578,0.3226607635617256,0.50952358096838,20,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed3,
tandt/truck,5,3,5views_random_seed3,evaluated,"[""000018.jpg"", ""000132.jpg"", ""000161.jpg"", ""000167.jpg"", ""000174.jpg""]",20,14.615173169257224,0.4464271001517773,0.42170859798789023,20,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed3,
tandt/truck,8,3,8views_random_seed3,evaluated,"[""000004.jpg"", ""000054.jpg"", ""000064.jpg"", ""000072.jpg"", ""000130.jpg"", ""000153.jpg"", ""000168.jpg"", ""000233.jpg""]",20,16.12884566886924,0.5697681896388531,0.3364477165043354,20,results\method_outputs\tandt\truck\3dgs_sparse\8views_random_seed3,
tandt/truck,12,3,12views_random_seed3,evaluated,"[""000042.jpg"", ""000064.jpg"", ""000110.jpg"", ""000130.jpg"", ""000132.jpg"", ""000150.jpg"", ""000152.jpg"", ""000176.jpg"", ""000177.jpg"", ""000199.jpg"", ""000233.jpg"", ""000239.jpg""]",20,18.34135980883062,0.6633645623922348,0.2705401834100485,20,results\method_outputs\tandt\truck\3dgs_sparse\12views_random_seed3,
tandt/truck,20,3,20views_random_seed3,evaluated,"[""000004.jpg"", ""000008.jpg"", ""000012.jpg"", ""000018.jpg"", ""000042.jpg"", ""000044.jpg"", ""000074.jpg"", ""000084.jpg"", ""000108.jpg"", ""000132.jpg"", ""000144.jpg"", ""000164.jpg"", ""000186.jpg"", ""000205.jpg"", ""000211.jpg"", ""000215.jpg"", ""000216.jpg"", ""000228.jpg"", ""000240.jpg"", ""000242.jpg""]",20,19.52699581287376,0.7180874347686768,0.22356701605021953,20,results\method_outputs\tandt\truck\3dgs_sparse\20views_random_seed3,
tandt/truck,2,4,2views_random_seed4,evaluated,"[""000065.jpg"", ""000084.jpg""]",20,11.759410063264081,0.28643166907131673,0.5446905300021172,20,results\method_outputs\tandt\truck\3dgs_sparse\2views_random_seed4,
tandt/truck,3,4,3views_random_seed4,evaluated,"[""000029.jpg"", ""000110.jpg"", ""000200.jpg""]",20,13.012104444655105,0.3513950608670712,0.4895499862730503,20,results\method_outputs\tandt\truck\3dgs_sparse\3views_random_seed4,
tandt/truck,5,4,5views_random_seed4,evaluated,"[""000006.jpg"", ""000019.jpg"", ""000025.jpg"", ""000043.jpg"", ""000133.jpg""]",20,12.787606043680283,0.34245277270674707,0.4964627541601658,20,results\method_outputs\tandt\truck\3dgs_sparse\5views_random_seed4,
tandt/truck,8,4,8views_random_seed4,evaluated,"[""000017.jpg"", ""000061.jpg"", ""000081.jpg"", ""000111.jpg"", ""000144.jpg"", ""000152.jpg"", ""000212.jpg"", ""000222.jpg""]",20,15.00260738641883,0.482670359313488,0.3903427183628082,20,results\method_outputs\tandt\truck\3dgs_sparse\8views_random_seed4,
tandt/truck,12,4,12views_random_seed4,evaluated,"[""000007.jpg"", ""000030.jpg"", ""000048.jpg"", ""000059.jpg"", ""000073.jpg"", ""000076.jpg"", ""000100.jpg"", ""000149.jpg"", ""000178.jpg"", ""000216.jpg"", ""000229.jpg"", ""000230.jpg""]",20,18.27636956627004,0.6690280973911286,0.25219588056206704,20,results\method_outputs\tandt\truck\3dgs_sparse\12views_random_seed4,
tandt/truck,20,4,20views_random_seed4,evaluated,"[""000024.jpg"", ""000046.jpg"", ""000054.jpg"", ""000072.jpg"", ""000075.jpg"", ""000081.jpg"", ""000086.jpg"", ""000094.jpg"", ""000104.jpg"", ""000168.jpg"", ""000174.jpg"", ""000186.jpg"", ""000203.jpg"", ""000222.jpg"", ""000224.jpg"", ""000235.jpg"", ""000236.jpg"", ""000237.jpg"", ""000242.jpg"", ""000245.jpg""]",20,18.15955539141674,0.668341600894928,0.26645461320877073,20,results\method_outputs\tandt\truck\3dgs_sparse\20views_random_seed4,
db/drjohnson,2,0,2views_random_seed0,evaluated,"[""IMG_6412.jpg"", ""IMG_6561.jpg""]",20,11.076120418489477,0.19782730223378167,0.7293959200382233,20,results\method_outputs\db\drjohnson\3dgs_sparse\2views_random_seed0,
db/drjohnson,3,0,3views_random_seed0,evaluated,"[""IMG_6429.jpg"", ""IMG_6536.jpg"", ""IMG_6575.jpg""]",20,13.211476872012998,0.27560701365582646,0.6719659268856049,20,results\method_outputs\db\drjohnson\3dgs_sparse\3views_random_seed0,
db/drjohnson,5,0,5views_random_seed0,evaluated,"[""IMG_6306.jpg"", ""IMG_6373.jpg"", ""IMG_6420.jpg"", ""IMG_6448.jpg"", ""IMG_6456.jpg""]",20,14.74424270346164,0.40105569511651995,0.6308079391717911,20,results\method_outputs\db\drjohnson\3dgs_sparse\5views_random_seed0,
